Age,YOS,entry_age,start_sal,salary_increase,Salary,RemainingProb,DC_EEContrib,DC_ERContrib,DC_Contrib,DC_balance,RealDC_balance,RealPenWealth,RealHybridWealth
70,48,22,23411,0.03,130361.77482312082,0.0051121772262681005,9125.324237618459,9125.324237618459,18250.648475236918,1460622249.632906,501994213.8414277,410930.7834141449,502405144.6248418
71,49,22,23411,0.03,134272.62806781445,0.0040897417810144806,9399.083964747013,9399.083964747013,18798.167929494026,1562884057.7556846,525320372.89745456,414497.2977863059,525734870.19524086
72,50,22,23411,0.03,138300.80690984888,0.003271793424811584,9681.056483689423,9681.056483689423,19362.112967378845,1672304739.966512,549730188.2503542,417588.1750371824,550147776.4253913
73,51,22,23411,0.03,142449.83111714435,0.002617434739849267,9971.488178200105,9971.488178200105,19942.97635640021,1789385433.8771355,575274001.2317368,419872.08428356174,575693873.3160204
74,52,22,23411,0.03,146723.32605065868,0.0020939477918794133,10270.632823546108,10270.632823546108,20541.265647092216,1914662357.2248917,602004491.7705001,421249.7245607705,602425741.4950608
75,53,22,23411,0.03,151125.02583217848,0.0016751582335035307,10578.751808252495,10578.751808252495,21157.50361650499,2048709263.4962814,629976787.0318414,421610.2643132804,630398397.2961546
76,54,22,23411,0.03,155658.7766071438,0,10896.114362500068,10896.114362500068,21792.228725000135,2192140069.444638,659248575.1030693,421883.04073683685,659670458.1438061
77,55,22,23411,0.03,160328.53990535814,0,11222.99779337507,11222.99779337507,22445.99558675014,2345611666.5344877,689880223.9606632,421718.116244007,690301942.0769072
78,56,22,23411,0.03,165138.39610251886,0,11559.68772717632,11559.68772717632,23119.37545435264,2509826929.187489,721934905.963921,420513.1187537982,722355419.0826747
79,57,22,23411,0.03,170092.54798559446,0,11906.478358991613,11906.478358991613,23812.956717983227,2685537933.6060677,755478728.1319284,418129.899023422,755896858.0309519
80,58,22,23411,0.03,175195.32442516228,0,12263.67270976136,12263.67270976136,24527.34541952272,2873549401.9152107,790580868.4725187,414411.9621075294,790995280.4346262
81,59,22,23411,0.03,180451.18415791716,0,12631.582891054202,12631.582891054202,25263.165782108405,3074722387.3946953,827313718.6443574,411193.1729387922,827724911.8172963
82,60,22,23411,0.03,185864.7196826547,0,13010.53037778583,13010.53037778583,26021.06075557166,3289978217.6781063,865753033.2463664,407692.02497323713,866160725.2713397
83,61,22,23411,0.03,191440.66127313435,0,13400.846289119405,13400.846289119405,26801.69257823881,3520302713.97633,905978086.0423492,402941.488801793,906381027.531151
84,62,22,23411,0.03,197183.88111132837,0,13802.871677792988,13802.871677792988,27605.743355585975,3766750705.6472516,948071833.4429986,396743.92742969416,948468577.3704283
85,63,22,23411,0.03,203099.39754466823,0,14216.957828126777,14216.957828126777,28433.915656253554,4030450860.7859154,992121085.5824207,388870.1399234996,992509955.7223442
86,64,22,23411,0.03,209192.3794710083,0,14643.466562970581,14643.466562970581,29286.933125941163,4312610854.956586,1038216685.3419803,382277.87988255406,1038598963.2218629
87,65,22,23411,0.03,215468.15085513852,0,15082.770559859699,15082.770559859699,30165.541119719397,4614522901.736672,1086453695.6906583,387086.11707688856,1086840781.8077352
88,66,22,23411,0.03,221932.1953807927,0,15535.25367665549,15535.25367665549,31070.50735331098,4937569670.39936,1136931595.7282605,398176.3222435663,1137329772.050504
89,67,22,23411,0.03,228590.16124221648,0,16001.311286955155,16001.311286955155,32002.62257391031,5283230617.834669,1189754485.835769,409489.08783655125,1190163974.9236054
90,68,22,23411,0.03,235447.86607948298,0,16481.35062556381,16481.35062556381,32962.70125112762,5653088763.70567,1245031302.3559058,421028.4631969827,1245452330.8191028
91,69,22,23411,0.03,242511.3020618675,0,16975.791144330728,16975.791144330728,33951.582288661455,6048837939.866319,1302876042.2466316,432798.56873226713,1303308840.815364
92,70,22,23411,0.03,249786.64112372347,0,17485.064878660643,17485.064878660643,34970.12975732129,6472290547.23925,1363407998.170873,444803.5971452972,1363852801.7680182
93,71,22,23411,0.03,257280.2403574352,0,18009.616825020465,18009.616825020465,36019.23365004093,6925385855.6757555,1426752004.5072842,457047.8146848026,1427209052.321969
94,72,22,23411,0.03,264998.6475681583,0,18549.90532977108,18549.90532977108,37099.81065954216,7410198884.806709,1493038694.7893877,469535.5624171961,1493508230.351805
95,73,22,23411,0.03,272948.606995203,0,19106.40248966421,19106.40248966421,38212.80497932842,7928949906.553839,1562404771.103984,482271.25752028404,1562887042.3615043
96,74,22,23411,0.03,281137.06520505913,0,19679.59456435414,19679.59456435414,39359.18912870828,8484014612.817587,1634993286.0044076,495259.3945992142,1635488545.3990068
97,75,22,23411,0.03,289571.1771612109,0,20269.982401284768,20269.982401284768,40539.964802569535,9077934994.903948,1710953937.5199943,508504.5470250451,1711462442.0670192
98,76,22,23411,0.03,298258.31247604726,0,20878.08187332331,20878.08187332331,41756.16374664662,9713430984.512026,1790443377.870146,522011.3682963219,1790965389.2384424
99,77,22,23411,0.03,307206.06185032864,0,21504.424329523008,21504.424329523008,43008.848659046016,10393412909.591614,1873625536.519639,535784.593424056,1874161321.113063
100,78,22,23411,0.03,316422.24370583857,0,22149.5570594087,22149.5570594087,44299.1141188174,11120994822.111687,1960671958.241385,549829.040340506,1961221787.2817254
101,79,22,23411,0.03,325914.9110170137,0,22814.04377119096,22814.04377119096,45628.08754238192,11899508758.773624,2051762156.8838253,564149.611332173,2052326306.4951575
102,80,22,23411,0.03,335692.35834752413,0,23498.46508432669,23498.46508432669,46996.93016865338,12732519999.97532,2147083985.5725045,578751.2944974209,2147662736.867002
103,81,22,23411,0.03,345763.1290979499,0,24203.419036856496,24203.419036856496,48406.83807371299,13623843396.903763,2246834024.109274,593639.1652291459,2247427663.274503
104,82,22,23411,0.03,356136.02297088836,0,24929.521607962186,24929.521607962186,49859.04321592437,14577560841.5251,2351217984.368033,608818.387722926,2351826802.755756
105,83,22,23411,0.03,366820.103660015,0,25677.40725620105,25677.40725620105,51354.8145124021,15598039959.475075,2460451134.52304,624294.2165110835,2461075428.739551
106,84,22,23411,0.03,377824.7067698155,0,26447.729473887084,26447.729473887084,52895.45894777417,16689954111.452843,2574758742.9846425,640071.998023109,2575398814.9826655
107,85,22,23411,0.03,389159.4479729099,0,27241.161358103695,27241.161358103695,54482.32271620739,17858303794.71349,2694376542.9579515,656157.1721728967,2695032700.1301246
108,86,22,23411,0.03,400834.23141209723,0,28058.396198846807,28058.396198846807,56116.792397693614,19108439542.66615,2819551218.5824676,672555.2739732491,2820223773.856441
109,87,22,23411,0.03,412859.25835446024,0,28900.14808481222,28900.14808481222,57800.29616962444,20446086427.44518,2950540913.6552234,689271.9351781234,2951230185.5904016
110,88,22,23411,0.03,425245.03610509407,0,29767.15252735659,29767.15252735659,59534.30505471318,21877370277.662514,3087615763.986529,706312.8859530892,3088322076.872482
111,89,22,23411,0.03,438002.3871882468,0,30660.167103177282,30660.167103177282,61320.334206354564,23408845731.403946,3231058454.48619,723683.9565744865,3231782138.4427643
112,90,22,23411,0.03,451142.45880389423,0,31579.9721162726,31579.9721162726,63159.9442325452,25047526252.936428,3381164802.129033,741391.0791577711,3381906193.208191
113,91,22,23411,0.03,464676.73256801104,0,32527.371279760777,32527.371279760777,65054.742559521554,26800916250.586212,3538244366.0019603,759440.2894155527,3539003806.2913756
114,92,22,23411,0.03,478617.03454505146,0,33503.19241815361,33503.19241815361,67006.38483630722,28677045442.86981,3702621085.690594,777837.7284458312,3703398923.41904
115,93,22,23411,0.03,492975.54558140296,0,34508.28819069821,34508.28819069821,69016.57638139641,30684505630.255535,3874633949.3220325,796589.6445509485,3875430538.9665833
116,94,22,23411,0.03,507764.8119488451,0,35543.53683641916,35543.53683641916,71087.07367283832,32832490040.949806,4054637692.641369,815702.3950877859,4055453395.0364566
117,95,22,23411,0.03,522997.7563073104,0,36609.842941511735,36609.842941511735,73219.68588302347,35130835430.88996,4243003530.5636544,835182.4483497391,4243838713.0120044
118,96,22,23411,0.03,538687.6889965298,0,37708.13822975709,37708.13822975709,75416.27645951418,37590067130.738144,4440119922.709935,855036.3854810171,4440974959.095416
119,97,22,23411,0.03,554848.3196664257,0,38839.3823766498,38839.3823766498,77678.7647532996,40221447246.166275,4646393374.506088,875270.9024238194,4647268645.408512
120,98,22,23411,0.03,571493.7692564185,0,40004.5638479493,40004.5638479493,80009.1276958986,43037026232.162674,4862249275.496514,895892.8118989533,4863145168.3084135
27,0,27,28610,0.10169427400809392,28610,1,2002.7000000000003,2002.7000000000003,4005.4000000000005,46049698077.541756,46049698077.541756,0,46049698077.541756
28,1,27,28610,0.08673568502023478,31519.47317937157,0.8810743013225414,2206.3631225560102,2206.3631225560102,4412.7262451120205,49273180948.36968,48188930022.85544,2518.2396088019564,48188932541.09505
29,2,27,28610,0.05807856167341159,34253.33627706127,0.693063135468947,2397.7335393942894,2397.7335393942894,4795.467078788579,52722308027.481804,50427539794.69928,5274.620391933039,50427545069.31967
30,3,27,28610,0.05084713700404696,36242.72078054869,0.5906501833265176,2536.9904546384087,2536.9904546384087,5073.980909276817,56412874384.87261,52770143928.67472,8248.630660094674,52770152177.30538
31,4,27,28610,0.048347137004046956,38085.559369476665,0.5243606717705611,2665.9891558633667,2665.9891558633667,5331.978311726733,60361780665.79461,55221573349.65508,11373.882340760745,55221584723.53742
32,5,27,28610,0.04584713700404695,39926.887126188514,0.47454640795235786,2794.8820988331963,2794.8820988331963,5589.764197666393,64587110644.37855,57786883483.673164,14635.351083553678,57786898119.02425
33,6,27,28610,0.04473142466936464,41757.420590408,0.4340825118179898,2923.0194413285603,2923.0194413285603,5846.038882657121,69108213979.24924,60471364624.7053,18030.16344551974,60471382654.868744
34,7,27,28610,0.04223142466936464,43625.289503934815,0.400324533297961,3053.7702652754374,3053.7702652754374,6107.540530550875,73945794803.83557,63280552825.29153,21554.8734210195,63280574380.16495
35,8,27,28610,0.04223142466936464,45467.64763129946,0.37319511000645667,3182.7353341909625,3182.7353341909625,6365.470668381925,79122006547.64459,66220241320.00841,25209.834224159265,66220266529.84263
36,9,27,28610,0.039731424669364634,47387.8111671339,0.35121978179354657,3317.146781699373,3317.146781699373,6634.293563398746,84660553371.4504,69296492459.57506,28990.7610728793,69296521450.33614
37,10,27,28610,0.039731424669364634,49270.59641676696,0.3327807432493854,3448.9417491736876,3448.9417491736876,6897.883498347375,90586798741.74548,72515650231.84154,32901.03353594475,72515683132.87508
38,11,27,28610,0.03723142466936464,51228.18740671441,0.31583615574513185,3585.973118470009,3585.973118470009,7171.946236940018,96927881551.55118,75884353320.19177,36935.76520857424,75884390255.95699
39,12,27,28610,0.03611571233468232,53135.48580709559,0.3014815445564703,3719.4840064966916,3719.4840064966916,7438.968012993383,103712840432.106,79409548819.05722,41098.0557975314,79409589917.11302
40,13,27,28610,0.03611571233468232,55054.51172726824,0.2880910413798626,3853.8158209087774,3853.8158209087774,7707.631641817555,110972746701.32144,83098506535.12677,45382.4432561359,83098551917.57002
41,14,27,28610,0.034999999999999996,57042.844635536654,0.27559313944628594,3992.999124487566,3992.999124487566,7985.998248975132,118740846678.0456,86958833999.22449,49787.842563902836,86958883787.06705
42,15,27,28610,0.034999999999999996,59039.34419778043,0.26392235047959406,4132.754093844631,4132.754093844631,8265.508187689262,127052713931.50703,90998492154.17807,54316.95980550142,90998546471.13788
43,16,27,28610,0.03388428766531768,61105.72124470275,0.2530186603292121,4277.400487129193,4277.400487129193,8554.800974258385,135946412172.22073,95225811760.33711,58968.54363285708,95225870728.88075
44,17,27,28610,0.03388428766531768,63176.24508135496,0.24281846398338078,4422.337155694848,4422.337155694848,8844.674311389696,145462669579.07715,99649510587.68329,63745.23957594298,99649574332.92287
45,18,27,28610,0.0325,65316.9271433062,0.2338121169396402,4572.184900031434,4572.184900031434,9144.369800062868,155645065294.28687,104278711381.79369,68645.63426060474,104278780027.42795
46,19,27,28610,0.0325,67439.72727546365,0.2257243533971425,4720.780909282456,4720.780909282456,9441.561818564913,166540229009.25677,109122960689.52808,73672.31179764893,109123034361.83987
47,20,27,28610,0.03,69631.51841191621,0.21865601914520358,4874.206288834135,4874.206288834135,9748.41257766827,178198054481.46658,114192248532.25948,78822.69103709725,114192327354.95052
48,21,27,28610,0.03,71720.4639642737,0.21231861649681807,5020.432477499159,5020.432477499159,10040.864954998318,190671928043.58182,119497029023.43373,84099.25753910343,119497113122.69127
49,22,27,28610,0.03,73872.07788320191,0.20676587680808647,5171.045451824134,5171.045451824134,10342.090903648268,204018973047.49753,125048241904.9766,89494.94026160942,125048331399.91685
50,23,27,28610,0.03,76088.24021969797,0.20188637829445227,5326.176815378858,5326.176815378858,10652.353630757716,218300311502.91327,130857335136.67152,95011.98917589289,130857430148.6607
51,24,27,28610,0.03,78370.88742628893,0.1976934858386148,5485.962119840226,5485.962119840226,10971.924239680451,233581343960.47086,136936288490.61705,100652.69431122909,136936389143.31136
52,25,27,28610,0.03,80722.0140490776,0.19403779368806887,5650.540983435432,5650.540983435432,11301.081966870865,249932049009.62805,143297638256.44446,109288.13379349276,143297747544.57825
53,26,27,28610,0.03,83143.67447054991,0.19074075825565773,5820.057212938495,5820.057212938495,11640.11442587699,267427303741.384,149954503094.21042,130835.96248522647,149954633930.1729
54,27,27,28610,0.03,85637.98470466642,0.18784890992449438,5994.65892932665,5994.65892932665,11989.3178586533,286147226643.3953,156920611088.27985,155803.7214458181,156920766892.00128
55,28,27,28610,0.03,88207.12424580642,0.18533468607644862,6174.49869720645,6174.49869720645,12348.9973944129,306177544497.7509,164210328057.99066,184656.9428202279,164210512714.93347
56,29,27,28610,0.03,90853.3379731806,0.18318342665673298,6359.733658122643,6359.733658122643,12719.467316245285,327609984961.5909,171838687183.48383,217918.77423440336,171838905102.25806
57,30,27,28610,0.03,93578.93811237602,0.18119944525535872,6550.525667866323,6550.525667866323,13101.051335732645,350542696628.3696,179821420007.79443,256189.27078395107,179821676197.06522
58,31,27,28610,0.03,96386.30625574732,0.17941815095384284,6747.041437902313,6747.041437902313,13494.082875804626,375080698493.40686,188174988879.13782,309837.33859980793,188175298716.4764
59,32,27,28610,0.03,99277.89544341974,0.1777440768707555,6949.452681039382,6949.452681039382,13898.905362078764,401336360882.02826,196916620900.2944,345384.777031824,196916966285.07144
60,33,27,28610,0.03,102256.23230672233,0.14219526149660439,7157.936261470564,7157.936261470564,14315.872522941128,429429920042.6756,206064343455.10547,355075.6390971666,206064698530.74457
61,34,27,28610,0.03,105323.919275924,0.11375620919728352,7372.6743493146805,7372.6743493146805,14745.348698629361,459490028761.5354,215637021385.3439,364648.7947152115,215637386034.1386
62,35,27,28610,0.03,108483.63685420172,0.09100496735782682,7593.854579794121,7593.854579794121,15187.709159588241,491654345520.1916,225654395894.62808,373930.12775439204,225654769824.75583
63,36,27,28610,0.03,111738.14595982777,0.07280397388626146,7821.670217187945,7821.670217187945,15643.34043437589,526070164894.3142,236137125259.60764,382802.70173527603,236137508062.30936
64,37,27,28610,0.03,115090.2903386226,0.058243179109009176,8056.320323703582,8056.320323703582,16112.640647407165,562895092080.2567,247106827432.3782,391209.006772681,247107218641.38498
65,38,27,28610,0.03,118542.99904878129,0.04659454328720734,8298.00993341469,8298.00993341469,16596.01986682938,602297764638.5154,258586124621.9815,399085.5990655861,258586523707.58057
66,39,27,28610,0.03,122099.28902024475,0.030286453136684773,8546.950231417133,8546.950231417133,17093.900462834266,644458624759.2314,270598689946.9284,406672.07546735386,270599096619.00388
67,40,27,28610,0.03,125762.26769085208,0.02313409148754693,8803.358738359646,8803.358738359646,17606.717476719292,689570745586.2782,283169296254.95416,413817.025237181,283169710071.9794
68,41,27,28610,0.03,129535.13572157765,0.017670810990605617,9067.459500510437,9067.459500510437,18134.919001020873,737840715384.0353,296323867210.68427,420312.64342884306,296324287523.3277
69,42,27,28610,0.03,133421.189793225,0.013742337956763322,9339.48328552575,9339.48328552575,18678.9665710515,789489583595.8368,310089530756.5659,426076.57534439006,310089956833.14124
70,43,27,28610,0.03,137423.82548702174,0.010993870365410656,9619.667784091522,9619.667784091522,19239.335568183044,844753873126.512,324494675057.3141,431017.68969412055,324495106075.0038
71,44,27,28610,0.03,141546.5402516324,0.008795096292328525,9908.257817614269,9908.257817614269,19816.515635228538,903886663484.7034,339569007043.2447,435645.9647054082,339569442689.2094
72,45,27,28610,0.03,145792.93645918136,0.007036077033862819,10205.505552142697,10205.505552142697,20411.011104285393,967158749745.1483,355343613673.2242,439745.9220279909,355344053419.14624
73,46,27,28610,0.03,150166.72455295682,0.0056288616270902545,10511.670718706979,10511.670718706979,21023.341437413957,1034859882638.3198,371851026043.5752,442953.37365038187,371851468996.94885
74,47,27,28610,0.03,154671.7262895455,0.004503089301672203,10827.020840268186,10827.020840268186,21654.04168053637,1107300095446.3438,389125286475.14685,445157.0709751664,389125731632.21783
75,48,27,28610,0.03,159311.87807823188,0.0036024714413377622,11151.831465476233,11151.831465476233,22303.662930952465,1184811123781.6296,407202018716.8989,446232.6298756506,407202464949.5288
76,49,27,28610,0.03,164091.23442057884,0,11486.38640944052,11486.38640944052,22972.77281888104,1267747924750.0066,426118501410.77765,447204.12971923413,426118948614.90735
77,50,27,28610,0.03,169013.97145319622,0,11830.978001723737,11830.978001723737,23661.956003447474,1356490302455.2798,445913744969.38495,447687.3319071168,445914192656.71686
78,51,27,28610,0.03,174084.3905967921,0,12185.907341775448,12185.907341775448,24371.814683550896,1451444647289.1055,466628572024.982,447016.4223828319,466629019041.40436
79,52,27,28610,0.03,179306.92231469587,0,12551.484562028712,12551.484562028712,25102.969124057425,1553045796971.1577,488305701615.73254,445036.5125604083,488306146652.2451
80,53,27,28610,0.03,184686.12998413676,0,12928.029098889574,12928.029098889574,25856.058197779148,1661759027862.1082,510989837282.79865,441571.7344528457,510990278854.5331
81,54,27,28610,0.03,190226.71388366085,0,13315.86997185626,13315.86997185626,26631.73994371252,1778082185668.514,534727759259.9667,438658.7752470256,534728197918.74194
82,55,27,28610,0.03,195933.5153001707,0,13715.34607101195,13715.34607101195,27430.6921420239,1902547965297.05,559568420945.9208,435434.2514178886,559568856380.1722
83,56,27,28610,0.03,201811.52075917582,0,14126.80645314231,14126.80645314231,28253.61290628462,2035726350298.536,585563049858.1134,430823.93205014773,585563480682.0454
84,57,27,28610,0.03,207865.86638195108,0,14550.610646736577,14550.610646736577,29101.221293473154,2178227223073.0464,612765253276.4244,424606.18515070935,612765677882.6096
85,58,27,28610,0.03,214101.84237340966,0,14987.128966138678,14987.128966138678,29974.257932277356,2330703157789.381,641231128794.4719,416523.15274198423,641231545317.6246
86,59,27,28610,0.03,220524.89764461195,0,15436.742835122837,15436.742835122837,30873.485670245675,2493852408808.8955,671019380006.5591,409879.8169444198,671019789886.376
87,60,27,28610,0.03,227140.6445739503,0,15899.845120176522,15899.845120176522,31799.690240353044,2668422108299.0044,702191437568.8302,409195.4626698114,702191846764.2928
88,61,27,28610,0.03,233954.86391116882,0,16376.84047378182,16376.84047378182,32753.68094756364,2855211687679.6255,734811585884.2946,421459.88969442213,734812007344.1842
89,62,27,28610,0.03,240973.50982850388,0,16868.145687995275,16868.145687995275,33736.29137599055,3055076538570.8804,768947095672.9753,433972.8111793399,768947529645.7865
90,63,27,28610,0.03,248202.71512335903,0,17374.190058635133,17374.190058635133,34748.380117270266,3268931930007.134,804668362700.5724,446738.76314105844,804668809439.3356
91,64,27,28610,0.03,255648.79657705978,0,17895.415760394186,17895.415760394186,35790.83152078837,3497757199856.013,842049052951.7329,459762.36130580463,842049512714.0942
92,65,27,28610,0.03,263318.2604743716,0,18432.278233206016,18432.278233206016,36864.55646641203,3742600239636.7656,881166254547.3141,473048.302488992,881166727595.6166
93,66,27,28610,0.03,271217.80828860274,0,18985.246580202194,18985.246580202194,37970.49316040439,4004582293275.896,922100636718.9248,486601.3659983957,922101123320.2908
94,67,27,28610,0.03,279354.34253726085,0,19554.803977608262,19554.803977608262,39109.607955216525,4284903091775.702,964936616168.5942,500426.4150614559,964937116595.0093
95,68,27,28610,0.03,287734.97281337867,0,20141.44809693651,20141.44809693651,40282.89619387302,4584846347309.61,1009762531156.6405,514528.39827712125,1009763045685.0388
96,69,27,28610,0.03,296367.0219977801,0,20745.691539844607,20745.691539844607,41491.383079689214,4905785631904.18,1056670823676.7483,528912.3510926561,1056671352589.0994
97,70,27,28610,0.03,305258.0326577134,0,21368.062286039938,21368.062286039938,42736.124572079876,5249190667628.855,1105758230093.9514,543583.3973058376,1105758773677.3486
98,71,27,28610,0.03,314415.7736374448,0,22009.10415462114,22009.10415462114,44018.20830924228,5616634057099.001,1157125980638.655,558546.7505929782,1157126539185.4055
99,72,27,28610,0.03,323848.2468465682,0,22669.377279259774,22669.377279259774,45338.75455851955,6009798485114.14,1210880008168.1082,573807.7160632178,1210880581975.8242
100,73,27,28610,0.03,333563.69425196527,0,23349.45859763757,23349.45859763757,46698.91719527514,6430484424410.885,1267131166625.8416,589371.6918395343,1267131755997.5334
101,74,27,28610,0.03,343570.6050795242,0,24049.942355566698,24049.942355566698,48099.884711133396,6880618380818.564,1325995459649.5872,605244.1706669314,1325996064893.7578
102,75,27,28610,0.03,353877.72323191,0,24771.4406262337,24771.4406262337,49542.8812524674,7362261715575.749,1387594279799.127,621430.7415482702,1387594901229.8684
103,76,27,28610,0.03,364494.05492886726,0,25514.583845020712,25514.583845020712,51029.167690041424,7877620085208.933,1452054658897.4146,637937.0914082177,1452055296834.5059
104,77,27,28610,0.03,375428.87657673325,0,26280.02136037133,26280.02136037133,52560.04272074266,8429053542202.727,1519509530001.2375,654769.0067857953,1519510184770.2444
105,78,27,28610,0.03,386691.7428740353,0,27068.422001182476,27068.422001182476,54136.84400236495,9019087342716.96,1590098001541.6611,671932.375556016,1590098673474.0366
106,79,27,28610,0.03,398292.4951602564,0,27880.47466121795,27880.47466121795,55760.9493224359,9650423510843.992,1663965644199.6094,689433.1886811109,1663966333632.798
107,80,27,28610,0.03,410241.2700150641,0,28716.88890105449,28716.88890105449,57433.77780210898,10325953212364.021,1741264791108.1797,707277.5419918511,1741265498385.7217
108,81,27,28610,0.03,422548.50811551604,0,29578.395568086125,29578.395568086125,59156.79113617225,11048769994663.281,1822154852000.7888,725471.6379994823,1822155577472.4268
109,82,27,28610,0.03,435224.9633589815,0,30465.747435128706,30465.747435128706,60931.49487025741,11822183953446.502,1906802641952.995,744021.787738795,1906803385974.783
110,83,27,28610,0.03,448281.71225975093,0,31379.71985818257,31379.71985818257,62759.43971636514,12649736891119.252,1995382725395.9504,762934.4126428654,1995383488330.363
111,84,27,28610,0.03,461730.1636275434,0,32321.111453928042,32321.111453928042,64642.222907856085,13535218536257.04,2088077776110.911,782216.0464500096,2088078558326.9573
112,85,27,28610,0.03,475582.06853636977,0,33290.744797545885,33290.744797545885,66581.48959509177,14482683898437.256,2185078953947.2166,801873.3371435051,2185079755820.5537
113,86,27,28610,0.03,489849.5305924609,0,34289.46714147226,34289.46714147226,68578.93428294452,15496471837909.355,2286586299040.609,821913.048924637,2286587120953.6577
114,87,27,28610,0.03,504545.0165102348,0,35318.15115571644,35318.15115571644,70636.30231143288,16581224935141.945,2392809144344.8765,842342.0642196458,2392809986686.941
115,88,27,28610,0.03,519681.36700554186,0,36377.69569038793,36377.69569038793,72755.39138077587,17741910751238.184,2503966547327.5557,863167.3857211524,2503967410494.9414
116,89,27,28610,0.03,535271.8080157081,0,37469.02656109957,37469.02656109957,74938.05312219914,18983844576580.25,2620287741719.9624,884396.1384646564,2620288626116.101
117,90,27,28610,0.03,551329.9622561793,0,38593.09735793256,38593.09735793256,77186.19471586512,20312713771878.92,2742012610253.1567,906035.571940705,2742013516288.7285
118,91,27,28610,0.03,567869.8611238647,0,39750.89027867053,39750.89027867053,79501.78055734106,21734603813096.645,2869392179354.7583,928093.0622433462,2869393107447.8203
119,92,27,28610,0.03,584905.9569575808,0,40943.41698703066,40943.41698703066,81886.83397406132,23256026159515.19,3002689136826.777,950576.1142554889,3002690087402.891
120,93,27,28610,0.03,602453.1356663081,0,42171.71949664157,42171.71949664157,84343.43899328314,24883948072568.09,3142178373572.054,973492.3638717976,3142179347064.418
32,0,32,30890,0.10169427400809392,30890,1,2162.3,2162.3,4324.6,26625824521991.297,26625824521991.297,0,26625824521991.297
33,1,32,30890,0.08673568502023478,34031.33612411002,0.8810743013225414,2382.1935286877015,2382.1935286877015,4764.387057375403,28489632242855.29,27862721019907.375,2718.924205378973,27862721022626.3
34,2,32,30890,0.05807856167341159,36983.06737498857,0.693063135468947,2588.8147162492,2588.8147162492,5177.6294324984,30483906504619.547,29157077257663.023,5694.967630437315,29157077263357.992
35,3,32,30890,0.05084713700404696,39130.99073439878,0.5906501833265176,2739.1693514079147,2739.1693514079147,5478.3387028158295,32617779965120.547,30511562514084.8,8905.983959815607,30511562522990.785
36,4,32,30890,0.048347137004046956,41120.68958137484,0.5243606717705611,2878.448270696239,2878.448270696239,5756.896541392478,34901024568157.33,31928970068650.688,12280.294495145035,31928970080930.98
37,5,32,30890,0.04584713700404695,43108.75719426645,0.47454640795235786,3017.6130035986516,3017.6130035986516,6035.226007197303,37344096293685.24,33412222962076.184,15801.67755927903,33412222977877.86
38,6,32,30890,0.04473142466936464,45085.170291426184,0.4340825118179898,3155.961920399833,3155.961920399833,6311.923840799666,39958183040278.44,34964380024275.12,19467.030717654838,34964380043742.152
39,7,32,30890,0.04223142466936464,47101.89419002259,0.400324533297961,3297.132593301582,3297.132593301582,6594.265186603164,42755255859409.85,36588642182393.61,23272.63334412067,36588642205666.24
40,8,32,30890,0.04223142466936464,49091.07428629292,0.37319511000645667,3436.3752000405048,3436.3752000405048,6872.7504000810095,45748123776162.81,38288359061911.336,27218.866801268083,38288359089130.2
41,9,32,30890,0.039731424669364634,51164.26029195268,0.35121978179354657,3581.4982204366884,3581.4982204366884,7162.996440873377,48950492447366.96,40067035894373.79,31301.104842406214,40067035925674.89
42,10,32,30890,0.039731424669364634,53197.08924550617,0.3327807432493854,3723.796247185432,3723.796247185432,7447.592494370864,52377026925845.65,41928340746056.75,35522.99636229757,41928340781579.75
43,11,32,30890,0.03723142466936464,55310.68538949347,0.31583615574513185,3871.7479772645434,3871.7479772645434,7743.495954529087,56043418818102.44,43876112082388.85,39879.26554676192,43876112122268.12
44,12,32,30890,0.03611571233468232,57369.98100598332,0.3027876982186104,4015.898670418833,4015.898670418833,8031.797340837666,59966458143113.1,45914366683832.19,44373.259125681405,45914366728205.445
45,13,32,30890,0.03611571233468232,59441.9387366416,0.2905811124714817,4160.935711564912,4160.935711564912,8321.871423129824,64164110221162.82,48047307929437.79,48999.079768683616,48047307978436.87
46,14,32,30890,0.034999999999999996,61588.72669666995,0.2798032074458841,4311.210868766897,4311.210868766897,8622.421737533794,68655597944966.09,50279334465261.625,53755.5559873806,50279334519017.18
47,15,32,30890,0.034999999999999996,63744.332131053394,0.2701245722670283,4462.103249173738,4462.103249173738,8924.206498347476,73461489809736.14,52615049275446.94,58645.60952086472,52615049334092.55
48,16,32,30890,0.03388428766531768,65975.38375564026,0.26166588919756756,4618.276862894819,4618.276862894819,9236.553725789638,78603794105341.875,55059269174689.46,63667.889298111004,55059269238357.35
49,17,32,30890,0.03388428766531768,68210.91263764609,0.25408191275056385,4774.7638846352265,4774.7638846352265,9549.527769270453,84106059701952.36,57617034741699.375,68825.25167776577,57617034810524.625
50,18,32,30890,0.0325,70522.19082337394,0.24743694329664867,4936.553357636176,4936.553357636176,9873.106715272352,89993483890638.56,60293620714093.17,74116.17065047468,60293620788209.34
51,19,32,30890,0.0325,72814.1620251336,0.2415976422684871,5096.9913417593525,5096.9913417593525,10193.982683518705,96293027772856.375,63094546866204.85,79543.43626107571,63094546945748.29
52,20,32,30890,0.03,75180.62229095043,0.23658000343533012,5262.64356036653,5262.64356036653,10525.28712073306,103033539727150.31,66025589392194.28,90190.74194637891,66025589482385.02
